,Province_State,Date,Confirmed_Cases
2524,Montana,2020-03-05,0
2525,Nebraska,2020-03-05,0
2526,Nevada,2020-03-05,1
2527,New Hampshire,2020-03-05,2
2528,New Jersey,2020-03-05,2
2529,New Mexico,2020-03-05,0
2530,New York,2020-03-05,23
2531,North Carolina,2020-03-05,1
2532,North Dakota,2020-03-05,0
2533,Northern Mariana Islands,2020-03-05,0
2534,Ohio,2020-03-05,0
2535,Oklahoma,2020-03-05,0
2536,Oregon,2020-03-05,3
2537,Pennsylvania,2020-03-05,0
2538,Puerto Rico,2020-03-05,0
2539,Rhode Island,2020-03-05,2
2540,South Carolina,2020-03-05,0
2541,South Dakota,2020-03-05,0
2542,Tennessee,2020-03-05,1
2543,Texas,2020-03-05,3
2544,Utah,2020-03-05,0
2545,Vermont,2020-03-05,0
2546,Virgin Islands,2020-03-05,0
2547,Virginia,2020-03-05,0
2548,Washington,2020-03-05,70
2549,West Virginia,2020-03-05,0
2550,Wisconsin,2020-03-05,0
2551,Wyoming,2020-03-05,0
2552,Alabama,2020-03-06,0
2553,Alaska,2020-03-06,0
2554,American Samoa,2020-03-06,0
2555,Arizona,2020-03-06,2
2556,Arkansas,2020-03-06,0
2557,California,2020-03-06,59
2558,Colorado,2020-03-06,3
2559,Connecticut,2020-03-06,0
2560,Delaware,2020-03-06,0
2561,Diamond Princess,2020-03-06,0
2562,District of Columbia,2020-03-06,0
2563,Florida,2020-03-06,3
2564,Georgia,2020-03-06,3
2565,Grand Princess,2020-03-06,0
2566,Guam,2020-03-06,0
2567,Hawaii,2020-03-06,0
2568,Idaho,2020-03-06,0
2569,Illinois,2020-03-06,5
2570,Indiana,2020-03-06,1
2571,Iowa,2020-03-06,0
2572,Kansas,2020-03-06,0
2573,Kentucky,2020-03-06,1
2574,Louisiana,2020-03-06,0
2575,Maine,2020-03-06,0
2576,Maryland,2020-03-06,3
2577,Massachusetts,2020-03-06,6
2578,Michigan,2020-03-06,0
2579,Minnesota,2020-03-06,1
2580,Mississippi,2020-03-06,0
2581,Missouri,2020-03-06,0
2582,Montana,2020-03-06,0
2583,Nebraska,2020-03-06,1
2584,Nevada,2020-03-06,2
2585,New Hampshire,2020-03-06,2
2586,New Jersey,2020-03-06,2
2587,New Mexico,2020-03-06,0
2588,New York,2020-03-06,31
2589,North Carolina,2020-03-06,2
2590,North Dakota,2020-03-06,0
2591,Northern Mariana Islands,2020-03-06,0
2592,Ohio,2020-03-06,0
2593,Oklahoma,2020-03-06,0
2594,Oregon,2020-03-06,3
2595,Pennsylvania,2020-03-06,2
2596,Puerto Rico,2020-03-06,0
2597,Rhode Island,2020-03-06,2
2598,South Carolina,2020-03-06,0
2599,South Dakota,2020-03-06,0
2600,Tennessee,2020-03-06,1
2601,Texas,2020-03-06,4
2602,Utah,2020-03-06,0
2603,Vermont,2020-03-06,0
2604,Virgin Islands,2020-03-06,0
2605,Virginia,2020-03-06,0
2606,Washington,2020-03-06,78
2607,West Virginia,2020-03-06,0
2608,Wisconsin,2020-03-06,0
2609,Wyoming,2020-03-06,0
2610,Alabama,2020-03-07,0
2611,Alaska,2020-03-07,0
2612,American Samoa,2020-03-07,0
2613,Arizona,2020-03-07,4
2614,Arkansas,2020-03-07,0
2615,California,2020-03-07,81
2616,Colorado,2020-03-07,7
2617,Connecticut,2020-03-07,0
2618,Delaware,2020-03-07,0
2619,Diamond Princess,2020-03-07,0
2620,District of Columbia,2020-03-07,0
2621,Florida,2020-03-07,7
2622,Georgia,2020-03-07,5
2623,Grand Princess,2020-03-07,0
2624,Guam,2020-03-07,0
2625,Hawaii,2020-03-07,1
2626,Idaho,2020-03-07,0
2627,Illinois,2020-03-07,6
2628,Indiana,2020-03-07,1
2629,Iowa,2020-03-07,0
2630,Kansas,2020-03-07,0
2631,Kentucky,2020-03-07,1
2632,Louisiana,2020-03-07,0
2633,Maine,2020-03-07,0
2634,Maryland,2020-03-07,3
2635,Massachusetts,2020-03-07,6
2636,Michigan,2020-03-07,0
2637,Minnesota,2020-03-07,1
2638,Mississippi,2020-03-07,0
2639,Missouri,2020-03-07,0
2640,Montana,2020-03-07,0
2641,Nebraska,2020-03-07,1
2642,Nevada,2020-03-07,2
2643,New Hampshire,2020-03-07,2
2644,New Jersey,2020-03-07,4
2645,New Mexico,2020-03-07,0
2646,New York,2020-03-07,76
2647,North Carolina,2020-03-07,2
2648,North Dakota,2020-03-07,0
2649,Northern Mariana Islands,2020-03-07,0
2650,Ohio,2020-03-07,0
2651,Oklahoma,2020-03-07,1
2652,Oregon,2020-03-07,6
2653,Pennsylvania,2020-03-07,2
2654,Puerto Rico,2020-03-07,0
2655,Rhode Island,2020-03-07,3
2656,South Carolina,2020-03-07,2
2657,South Dakota,2020-03-07,0
2658,Tennessee,2020-03-07,1
2659,Texas,2020-03-07,8
2660,Utah,2020-03-07,1
2661,Vermont,2020-03-07,0
2662,Virgin Islands,2020-03-07,0
2663,Virginia,2020-03-07,0
2664,Washington,2020-03-07,102
2665,West Virginia,2020-03-07,0
2666,Wisconsin,2020-03-07,0
2667,Wyoming,2020-03-07,0
2668,Alabama,2020-03-08,0
2669,Alaska,2020-03-08,0
2670,American Samoa,2020-03-08,0
2671,Arizona,2020-03-08,4
2672,Arkansas,2020-03-08,0
2673,California,2020-03-08,95
2674,Colorado,2020-03-08,7
2675,Connecticut,2020-03-08,0
2676,Delaware,2020-03-08,0
2677,Diamond Princess,2020-03-08,0
2678,District of Columbia,2020-03-08,0
2679,Florida,2020-03-08,10
2680,Georgia,2020-03-08,5
2681,Grand Princess,2020-03-08,0
2682,Guam,2020-03-08,0
2683,Hawaii,2020-03-08,1
2684,Idaho,2020-03-08,0
2685,Illinois,2020-03-08,7
2686,Indiana,2020-03-08,2
2687,Iowa,2020-03-08,0
2688,Kansas,2020-03-08,1
2689,Kentucky,2020-03-08,1
2690,Louisiana,2020-03-08,0
2691,Maine,2020-03-08,0
2692,Maryland,2020-03-08,5
2693,Massachusetts,2020-03-08,22
2694,Michigan,2020-03-08,0
2695,Minnesota,2020-03-08,1
2696,Mississippi,2020-03-08,0
2697,Missouri,2020-03-08,1
2698,Montana,2020-03-08,0
2699,Nebraska,2020-03-08,1
2700,Nevada,2020-03-08,4
2701,New Hampshire,2020-03-08,4
2702,New Jersey,2020-03-08,5
2703,New Mexico,2020-03-08,0
2704,New York,2020-03-08,106
2705,North Carolina,2020-03-08,2
2706,North Dakota,2020-03-08,0
2707,Northern Mariana Islands,2020-03-08,0
2708,Ohio,2020-03-08,0
2709,Oklahoma,2020-03-08,1
2710,Oregon,2020-03-08,14
2711,Pennsylvania,2020-03-08,6
2712,Puerto Rico,2020-03-08,0
2713,Rhode Island,2020-03-08,3
2714,South Carolina,2020-03-08,2
2715,South Dakota,2020-03-08,0
2716,Tennessee,2020-03-08,3
2717,Texas,2020-03-08,11
2718,Utah,2020-03-08,1
2719,Vermont,2020-03-08,1
2720,Virgin Islands,2020-03-08,0
2721,Virginia,2020-03-08,2
2722,Washington,2020-03-08,122
2723,West Virginia,2020-03-08,0
2724,Wisconsin,2020-03-08,0
2725,Wyoming,2020-03-08,0
2726,Alabama,2020-03-09,0
2727,Alaska,2020-03-09,0
2728,American Samoa,2020-03-09,0
2729,Arizona,2020-03-09,4
2730,Arkansas,2020-03-09,0
2731,California,2020-03-09,101
2732,Colorado,2020-03-09,7
2733,Connecticut,2020-03-09,0
2734,Delaware,2020-03-09,0
2735,Diamond Princess,2020-03-09,0
2736,District of Columbia,2020-03-09,0
2737,Florida,2020-03-09,13
2738,Georgia,2020-03-09,10
2739,Grand Princess,2020-03-09,0
2740,Guam,2020-03-09,0
2741,Hawaii,2020-03-09,1
2742,Idaho,2020-03-09,0
2743,Illinois,2020-03-09,7
2744,Indiana,2020-03-09,3
2745,Iowa,2020-03-09,3
2746,Kansas,2020-03-09,1
2747,Kentucky,2020-03-09,4
2748,Louisiana,2020-03-09,0
2749,Maine,2020-03-09,0
2750,Maryland,2020-03-09,5
2751,Massachusetts,2020-03-09,22
2752,Michigan,2020-03-09,0
2753,Minnesota,2020-03-09,2
2754,Mississippi,2020-03-09,0
2755,Missouri,2020-03-09,1
2756,Montana,2020-03-09,0
2757,Nebraska,2020-03-09,3
2758,Nevada,2020-03-09,4
2759,New Hampshire,2020-03-09,4
2760,New Jersey,2020-03-09,5
2761,New Mexico,2020-03-09,0
2762,New York,2020-03-09,142
2763,North Carolina,2020-03-09,2
2764,North Dakota,2020-03-09,0
2765,Northern Mariana Islands,2020-03-09,0
2766,Ohio,2020-03-09,0
2767,Oklahoma,2020-03-09,1
2768,Oregon,2020-03-09,14
2769,Pennsylvania,2020-03-09,7
2770,Puerto Rico,2020-03-09,0
2771,Rhode Island,2020-03-09,3
2772,South Carolina,2020-03-09,3
2773,South Dakota,2020-03-09,0
2774,Tennessee,2020-03-09,3
2775,Texas,2020-03-09,13
2776,Utah,2020-03-09,1
2777,Vermont,2020-03-09,1
2778,Virgin Islands,2020-03-09,0
2779,Virginia,2020-03-09,2
2780,Washington,2020-03-09,122
2781,West Virginia,2020-03-09,0
2782,Wisconsin,2020-03-09,0
2783,Wyoming,2020-03-09,0
2784,Alabama,2020-03-10,0
2785,Alaska,2020-03-10,0
2786,American Samoa,2020-03-10,0
2787,Arizona,2020-03-10,6
2788,Arkansas,2020-03-10,0
2789,California,2020-03-10,144
2790,Colorado,2020-03-10,14
2791,Connecticut,2020-03-10,1
2792,Delaware,2020-03-10,0
2793,Diamond Princess,2020-03-10,0
2794,District of Columbia,2020-03-10,0
2795,Florida,2020-03-10,15
2796,Georgia,2020-03-10,17
2797,Grand Princess,2020-03-10,0
2798,Guam,2020-03-10,0
2799,Hawaii,2020-03-10,3
2800,Idaho,2020-03-10,0
2801,Illinois,2020-03-10,12
2802,Indiana,2020-03-10,6
2803,Iowa,2020-03-10,8
2804,Kansas,2020-03-10,1
2805,Kentucky,2020-03-10,5
2806,Louisiana,2020-03-10,0
2807,Maine,2020-03-10,0
2808,Maryland,2020-03-10,8
2809,Massachusetts,2020-03-10,41
2810,Michigan,2020-03-10,0
2811,Minnesota,2020-03-10,2
2812,Mississippi,2020-03-10,0
2813,Missouri,2020-03-10,1
2814,Montana,2020-03-10,0
2815,Nebraska,2020-03-10,3
2816,Nevada,2020-03-10,4
2817,New Hampshire,2020-03-10,4
2818,New Jersey,2020-03-10,15
2819,New Mexico,2020-03-10,0
2820,New York,2020-03-10,150
2821,North Carolina,2020-03-10,7
2822,North Dakota,2020-03-10,0
2823,Northern Mariana Islands,2020-03-10,0
2824,Ohio,2020-03-10,3
2825,Oklahoma,2020-03-10,2
2826,Oregon,2020-03-10,14
2827,Pennsylvania,2020-03-10,12
2828,Puerto Rico,2020-03-10,0
2829,Rhode Island,2020-03-10,3
2830,South Carolina,2020-03-10,7
2831,South Dakota,2020-03-10,0
2832,Tennessee,2020-03-10,3
2833,Texas,2020-03-10,16
2834,Utah,2020-03-10,2
2835,Vermont,2020-03-10,1
2836,Virgin Islands,2020-03-10,0
2837,Virginia,2020-03-10,8
2838,Washington,2020-03-10,167
2839,West Virginia,2020-03-10,0
2840,Wisconsin,2020-03-10,3
2841,Wyoming,2020-03-10,0
2842,Alabama,2020-03-11,0
2843,Alaska,2020-03-11,0
2844,American Samoa,2020-03-11,0
2845,Arizona,2020-03-11,9
2846,Arkansas,2020-03-11,0
2847,California,2020-03-11,178
2848,Colorado,2020-03-11,30
2849,Connecticut,2020-03-11,3
2850,Delaware,2020-03-11,1
2851,Diamond Princess,2020-03-11,0
2852,District of Columbia,2020-03-11,0
2853,Florida,2020-03-11,24
2854,Georgia,2020-03-11,23
2855,Grand Princess,2020-03-11,0
2856,Guam,2020-03-11,0
2857,Hawaii,2020-03-11,2
2858,Idaho,2020-03-11,0
2859,Illinois,2020-03-11,25
2860,Indiana,2020-03-11,11
2861,Iowa,2020-03-11,13
2862,Kansas,2020-03-11,1
2863,Kentucky,2020-03-11,8
2864,Louisiana,2020-03-11,5
2865,Maine,2020-03-11,0
2866,Maryland,2020-03-11,9
2867,Massachusetts,2020-03-11,92
2868,Michigan,2020-03-11,2
2869,Minnesota,2020-03-11,5
2870,Mississippi,2020-03-11,0
2871,Missouri,2020-03-11,1
2872,Montana,2020-03-11,0
2873,Nebraska,2020-03-11,5
2874,Nevada,2020-03-11,7
2875,New Hampshire,2020-03-11,5
2876,New Jersey,2020-03-11,23
2877,New Mexico,2020-03-11,3
2878,New York,2020-03-11,220
2879,North Carolina,2020-03-11,7
2880,North Dakota,2020-03-11,0
2881,Northern Mariana Islands,2020-03-11,0
2882,Ohio,2020-03-11,4
2883,Oklahoma,2020-03-11,2
2884,Oregon,2020-03-11,19
2885,Pennsylvania,2020-03-11,16
2886,Puerto Rico,2020-03-11,0
2887,Rhode Island,2020-03-11,5
2888,South Carolina,2020-03-11,10
2889,South Dakota,2020-03-11,8
2890,Tennessee,2020-03-11,9
2891,Texas,2020-03-11,21
2892,Utah,2020-03-11,3
2893,Vermont,2020-03-11,1
2894,Virgin Islands,2020-03-11,0
2895,Virginia,2020-03-11,9
2896,Washington,2020-03-11,282
2897,West Virginia,2020-03-11,0
2898,Wisconsin,2020-03-11,4
2899,Wyoming,2020-03-11,0
2900,Alabama,2020-03-12,0
2901,Alaska,2020-03-12,0
2902,American Samoa,2020-03-12,0
2903,Arizona,2020-03-12,9
2904,Arkansas,2020-03-12,0
2905,California,2020-03-12,221
2906,Colorado,2020-03-12,45
2907,Connecticut,2020-03-12,5
2908,Delaware,2020-03-12,1
2909,Diamond Princess,2020-03-12,0
2910,District of Columbia,2020-03-12,0
2911,Florida,2020-03-12,30
2912,Georgia,2020-03-12,31
2913,Grand Princess,2020-03-12,0
2914,Guam,2020-03-12,0
2915,Hawaii,2020-03-12,2
2916,Idaho,2020-03-12,0
2917,Illinois,2020-03-12,32
2918,Indiana,2020-03-12,13
2919,Iowa,2020-03-12,14
2920,Kansas,2020-03-12,4
2921,Kentucky,2020-03-12,10
2922,Louisiana,2020-03-12,19
2923,Maine,2020-03-12,1
2924,Maryland,2020-03-12,12
2925,Massachusetts,2020-03-12,107
2926,Michigan,2020-03-12,2
2927,Minnesota,2020-03-12,9
2928,Mississippi,2020-03-12,1
2929,Missouri,2020-03-12,2
2930,Montana,2020-03-12,0
2931,Nebraska,2020-03-12,10
2932,Nevada,2020-03-12,10
2933,New Hampshire,2020-03-12,6
2934,New Jersey,2020-03-12,29
2935,New Mexico,2020-03-12,5
2936,New York,2020-03-12,327
2937,North Carolina,2020-03-12,15
2938,North Dakota,2020-03-12,1
2939,Northern Mariana Islands,2020-03-12,0
2940,Ohio,2020-03-12,5
2941,Oklahoma,2020-03-12,3
2942,Oregon,2020-03-12,24
2943,Pennsylvania,2020-03-12,22
2944,Puerto Rico,2020-03-12,0
2945,Rhode Island,2020-03-12,3
2946,South Carolina,2020-03-12,7
2947,South Dakota,2020-03-12,7
2948,Tennessee,2020-03-12,18
2949,Texas,2020-03-12,27
2950,Utah,2020-03-12,3
2951,Vermont,2020-03-12,2
2952,Virgin Islands,2020-03-12,0
2953,Virginia,2020-03-12,12
2954,Washington,2020-03-12,442
2955,West Virginia,2020-03-12,0
2956,Wisconsin,2020-03-12,8
2957,Wyoming,2020-03-12,1
2958,Alabama,2020-03-13,5
2959,Alaska,2020-03-13,1
2960,American Samoa,2020-03-13,0
2961,Arizona,2020-03-13,9
2962,Arkansas,2020-03-13,9
2963,California,2020-03-13,281
2964,Colorado,2020-03-13,76
2965,Connecticut,2020-03-13,11
2966,Delaware,2020-03-13,4
2967,Diamond Princess,2020-03-13,0
2968,District of Columbia,2020-03-13,0
2969,Florida,2020-03-13,50
2970,Georgia,2020-03-13,42
2971,Grand Princess,2020-03-13,0
2972,Guam,2020-03-13,0
2973,Hawaii,2020-03-13,2
2974,Idaho,2020-03-13,1
2975,Illinois,2020-03-13,46
2976,Indiana,2020-03-13,13
2977,Iowa,2020-03-13,17
2978,Kansas,2020-03-13,6
2979,Kentucky,2020-03-13,14
2980,Louisiana,2020-03-13,29
2981,Maine,2020-03-13,3
2982,Maryland,2020-03-13,18
2983,Massachusetts,2020-03-13,123
2984,Michigan,2020-03-13,16
2985,Minnesota,2020-03-13,14
2986,Mississippi,2020-03-13,6
2987,Missouri,2020-03-13,4
2988,Montana,2020-03-13,1
2989,Nebraska,2020-03-13,14
2990,Nevada,2020-03-13,18
2991,New Hampshire,2020-03-13,6
2992,New Jersey,2020-03-13,49
2993,New Mexico,2020-03-13,10
2994,New York,2020-03-13,421
2995,North Carolina,2020-03-13,17
2996,North Dakota,2020-03-13,1
2997,Northern Mariana Islands,2020-03-13,0
2998,Ohio,2020-03-13,12
2999,Oklahoma,2020-03-13,3
3000,Oregon,2020-03-13,30
3001,Pennsylvania,2020-03-13,41
3002,Puerto Rico,2020-03-13,0
3003,Rhode Island,2020-03-13,12
3004,South Carolina,2020-03-13,8
3005,South Dakota,2020-03-13,8
3006,Tennessee,2020-03-13,26
3007,Texas,2020-03-13,44
3008,Utah,2020-03-13,9
3009,Vermont,2020-03-13,2
3010,Virgin Islands,2020-03-13,0
3011,Virginia,2020-03-13,27
3012,Washington,2020-03-13,568
3013,West Virginia,2020-03-13,0
3014,Wisconsin,2020-03-13,19
3015,Wyoming,2020-03-13,1
3016,Alabama,2020-03-14,7
3017,Alaska,2020-03-14,1
3018,American Samoa,2020-03-14,0
3019,Arizona,2020-03-14,12
3020,Arkansas,2020-03-14,12
3021,California,2020-03-14,372
3022,Colorado,2020-03-14,101
3023,Connecticut,2020-03-14,23
3024,Delaware,2020-03-14,6
3025,Diamond Princess,2020-03-14,0
3026,District of Columbia,2020-03-14,0
3027,Florida,2020-03-14,76
3028,Georgia,2020-03-14,73
3029,Grand Princess,2020-03-14,0
3030,Guam,2020-03-14,0
3031,Hawaii,2020-03-14,4
3032,Idaho,2020-03-14,2
3033,Illinois,2020-03-14,64
3034,Indiana,2020-03-14,16
3035,Iowa,2020-03-14,17
3036,Kansas,2020-03-14,8
3037,Kentucky,2020-03-14,16
3038,Louisiana,2020-03-14,77
3039,Maine,2020-03-14,3
3040,Maryland,2020-03-14,27
3041,Massachusetts,2020-03-14,138
3042,Michigan,2020-03-14,25
3043,Minnesota,2020-03-14,21
3044,Mississippi,2020-03-14,6
3045,Missouri,2020-03-14,4
3046,Montana,2020-03-14,5
3047,Nebraska,2020-03-14,18
3048,Nevada,2020-03-14,20
3049,New Hampshire,2020-03-14,7
3050,New Jersey,2020-03-14,69
3051,New Mexico,2020-03-14,13
3052,New York,2020-03-14,613
